,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,Class_x,Class_id_x,Prob_class_0_x,Prob_class_1_300k_full,Prob_class_2_x,Prob_class_3_x,Class_y,Class_id_y,Prob_class_0_y,Prob_class_1_3M_train,Prob_class_2_y,Prob_class_3_y,Class,Class_id,Prob_class_0,Prob_class_1_1M_combined,Prob_class_2,Prob_class_3,non_euk_label,micromonas_label,annotation_label,category
178393,NODE_7394_length_2320_cov_28.4199_g5635_i0,2320,0.0116990690651,0.0,0.0,0.0,0.0,0.0,0.000565038749476,0.0,0.898459698537,1.0,7.47304536682e-05,0.0,0.00257107513593,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00653685,0.869991,0.031214,0.0922584,3.0,3.0,0.00559599,0.0761217,0.0577816,0.860501,1.0,1.0,0.0142202,0.487206,0.203055,0.295519,False,True,with annotation,nonvirus
178434,NODE_7437_length_2314_cov_21.9482_g5673_i0,2314,0.986667784003,1.0,0.0,0.0,0.0,0.0,0.000205245498487,0.0,0.999910921838,1.0,0.0102614542148,0.0,0.0142305699524,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0447811,0.537251,0.158894,0.259074,3.0,3.0,0.00508575,0.0683809,0.0275398,0.898994,1.0,1.0,0.0143642,0.784932,0.0891872,0.111516,False,True,with annotation,nonvirus
178436,NODE_7440_length_2314_cov_12.6056_g5676_i0,2314,0.605203566359,1.0,0.0,0.0,0.0,0.0,0.999991642802,1.0,0.0423108192229,0.0,0.00277553902842,0.0,0.77794505497,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00527623,0.833876,0.0106634,0.150184,3.0,3.0,0.00779778,0.272334,0.0405406,0.679328,1.0,1.0,0.00663032,0.859001,0.0564769,0.0778914,False,True,with annotation,nonvirus
178443,NODE_7448_length_2313_cov_9.65988_g5684_i0,2313,0.999995526436,1.0,0.0,0.0,0.0,0.0,0.00113053777134,0.0,0.999939818223,1.0,0.233172027107,0.0,0.0336233953343,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.016651,0.80286,0.083837,0.0966521,3.0,3.0,0.0143975,0.101199,0.141581,0.742823,1.0,1.0,0.0301911,0.38699,0.313003,0.269816,False,True,with annotation,nonvirus
178452,NODE_7457_length_2311_cov_24.7965_g5691_i0,2311,0.611389928406,1.0,0.0,0.0,0.0,0.0,0.999979253241,1.0,0.197271569748,0.0,0.199857835911,0.0,0.78190616064,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0580791,0.563901,0.193831,0.184189,3.0,3.0,0.0142995,0.313863,0.110898,0.560939,1.0,1.0,0.0144343,0.755745,0.117277,0.112544,False,True,with annotation,nonvirus
178456,NODE_7461_length_2311_cov_9.38564_g5695_i0,2311,0.490476408952,0.0,0.0,0.0,0.0,0.0,0.999559966112,1.0,0.0115720597094,0.0,0.00029808827304,0.0,0.700186105768,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0185065,0.896055,0.0242746,0.0611642,3.0,3.0,0.00546144,0.0286516,0.0218139,0.944073,1.0,1.0,0.0113566,0.789927,0.0643732,0.134343,False,True,with annotation,nonvirus
178459,NODE_7465_length_2310_cov_4.79069_g5697_i0,2310,0.999999998736,1.0,0.0,0.0,0.0,0.0,0.0110554262577,0.0,0.880745765781,1.0,0.00447046509644,0.0,0.10514478705,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,5.43491e-06,0.999835,0.000104111,5.59216e-05,1.0,1.0,5.96492e-05,0.996486,0.0026194,0.000835033,1.0,1.0,0.000102458,0.997064,0.00178617,0.00104723,False,True,with annotation,nonvirus
178476,NODE_7484_length_2307_cov_39.4663_g5713_i0,2307,0.863080488819,1.0,0.0,0.0,0.0,0.0,0.993151807395,1.0,0.367817704887,0.0,0.11713945351,0.0,0.925834730067,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0104625,0.669461,0.273359,0.0467183,1.0,1.0,0.0100834,0.427451,0.344824,0.217642,1.0,1.0,0.00615661,0.731157,0.237035,0.0256519,False,True,with annotation,nonvirus
178478,NODE_7486_length_2307_cov_21.7287_g5715_i0,2307,0.999979876879,1.0,0.0,0.0,0.0,0.0,1.96052590944e-05,0.0,0.99484380386,1.0,9.65795477566e-05,0.0,0.00442773808794,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00467315,0.951323,0.0125149,0.0314891,3.0,3.0,0.0114403,0.227235,0.187202,0.574123,1.0,1.0,0.00753689,0.879762,0.0478561,0.0648447,False,True,with annotation,nonvirus
178480,NODE_7488_length_2307_cov_12.5919_g5717_i0,2307,0.239355490275,0.0,0.0,0.0,0.0,0.0,1.36100961975e-05,0.0,0.0775285579806,0.0,2.82311721629e-06,0.0,0.00180489646463,False,296587,species,Micromonas commoda,Eukaryota,3.0,3.0,0.00699947,0.238145,0.0314733,0.723383,3.0,3.0,0.0025472,0.0319263,0.0130749,0.952452,3.0,3.0,0.00171011,0.1763,0.0307226,0.791267,False,True,with annotation,nonvirus
178482,NODE_7490_length_2307_cov_11.6909_g5719_i0,2307,0.661164878536,1.0,0.0,0.0,0.0,0.0,0.99876237018,1.0,0.23802430104,0.0,0.0873198755297,0.0,0.812617130736,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00054661,0.990589,0.0030809,0.00578322,1.0,1.0,0.00109179,0.932651,0.0125576,0.0536995,1.0,1.0,0.00213609,0.955487,0.0180322,0.0243445,False,True,with annotation,nonvirus
178486,NODE_7494_length_2307_cov_5.42984_g5723_i0,2307,0.513235060887,1.0,0.0,0.0,0.0,0.0,0.980970757728,1.0,0.197821853016,0.0,0.0202948214355,0.0,0.709555203329,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,1.12669e-05,0.999468,6.21629e-05,0.000458545,1.0,1.0,7.49908e-05,0.997675,0.00145724,0.000792451,1.0,1.0,0.000127774,0.998283,0.000703713,0.00088546,False,True,with annotation,nonvirus
178496,NODE_7505_length_2305_cov_59.7867_g5733_i0,2305,0.999967870007,1.0,0.0,0.0,0.0,0.0,0.000405657540408,0.0,0.999732663474,1.0,0.069438414821,0.0,0.020140618328,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00248329,0.903079,0.0157992,0.0786383,1.0,1.0,0.00357239,0.516864,0.0251313,0.454433,1.0,1.0,0.0020253,0.960938,0.0146793,0.0223578,False,True,with annotation,nonvirus
178498,NODE_7507_length_2305_cov_53.8929_g5735_i0,2305,0.999999695051,1.0,0.0,0.0,0.0,0.0,0.767879675235,1.0,0.999799212114,1.0,0.242097963376,0.0,0.876287305095,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,6.22368e-05,0.995907,0.00126835,0.00276274,3.0,3.0,0.00805244,0.290037,0.179369,0.522542,1.0,1.0,0.00311547,0.960563,0.019581,0.0167404,False,True,with annotation,nonvirus
178506,NODE_7515_length_2304_cov_127.75_g5741_i0,2304,0.995864575522,1.0,0.0,0.0,0.0,0.0,7.32686224483e-05,0.0,0.999919128706,1.0,0.233228139059,0.0,0.00854199189847,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0288407,0.732233,0.107053,0.131874,3.0,3.0,0.00860515,0.0236981,0.0768515,0.890845,1.0,1.0,0.016195,0.785683,0.103125,0.0949975,False,True,with annotation,nonvirus
178522,NODE_7532_length_2303_cov_12.6299_g5752_i0,2303,0.999988281696,1.0,0.0,0.0,0.0,0.0,8.88832901886e-06,0.0,0.99899928375,1.0,0.000362024382068,0.0,0.00298131260735,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00132287,0.988816,0.00652299,0.00333807,1.0,1.0,0.00155996,0.939624,0.0350341,0.0237816,1.0,1.0,0.000589659,0.97726,0.0112187,0.0109312,False,True,with annotation,nonvirus
178535,NODE_7545_length_2301_cov_47.8816_g5764_i0,2301,0.922896872869,1.0,0.0,0.0,0.0,0.0,0.00011879075788,0.0,0.999660108421,1.0,0.0139651671877,0.0,0.0104705118773,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.010951,0.848838,0.0780319,0.062179,3.0,3.0,0.0108569,0.105113,0.106886,0.777144,1.0,1.0,0.013825,0.74795,0.127665,0.11056,False,True,with annotation,nonvirus
178540,NODE_7550_length_2301_cov_16.85_g5769_i0,2301,0.983761528646,1.0,0.0,0.0,0.0,0.0,0.00237774729965,0.0,0.998614540256,1.0,0.0043709458132,0.0,0.0483646184544,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0120379,0.866897,0.0503578,0.0707072,3.0,3.0,0.0105305,0.38304,0.102276,0.504153,1.0,1.0,0.0020445,0.949741,0.0236791,0.0245354,False,True,with annotation,nonvirus
178541,NODE_7551_length_2301_cov_13.9831_g5770_i0,2301,0.999999982146,1.0,0.0,0.0,0.0,0.0,4.73812242615e-08,0.0,0.945906435853,1.0,1.31081015738e-07,0.0,0.000217672284445,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0229092,0.744384,0.0445803,0.188127,3.0,3.0,0.00397955,0.00578594,0.00972118,0.980513,1.0,1.0,0.0255201,0.629264,0.136273,0.208943,False,True,with annotation,nonvirus
178544,NODE_7555_length_2300_cov_17.8445_g5774_i0,2300,0.667519786626,1.0,0.0,0.0,0.0,0.0,0.996418826507,1.0,0.0776245342027,0.0,0.00702391452761,0.0,0.815554585825,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0108118,0.956278,0.0199707,0.0129401,1.0,1.0,0.00875637,0.4627,0.0899397,0.438604,1.0,1.0,0.00883927,0.732167,0.0642738,0.19472,False,True,with annotation,nonvirus
178560,NODE_7572_length_2298_cov_14.3393_g5784_i0,2298,0.99998413685,1.0,0.0,0.0,0.0,0.0,8.77011827599e-07,0.0,0.99992664528,1.0,0.00253198941048,0.0,0.000936481668496,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0761863,0.845552,0.0337221,0.0445401,3.0,3.0,0.00649282,0.0415011,0.0301013,0.921905,1.0,1.0,0.00803631,0.904178,0.0257364,0.0620496,False,True,with annotation,nonvirus
178574,NODE_7586_length_2296_cov_12.9139_g5795_i0,2296,0.999978524255,1.0,0.0,0.0,0.0,0.0,0.0202288142439,0.0,0.999992798475,1.0,0.952668989709,1.0,0.142226508834,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0242872,0.844415,0.0822266,0.0490712,3.0,3.0,0.0101762,0.370084,0.113217,0.506523,1.0,1.0,0.0105246,0.826247,0.0827154,0.0805133,False,True,with annotation,nonvirus
178618,NODE_7632_length_2290_cov_19.0711_g2938_i3,2290,0.637909103715,1.0,0.0,0.0,0.0,0.0,0.999403226788,1.0,0.146722360279,0.0,0.0553562531134,0.0,0.798453766132,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0250365,0.686123,0.0873994,0.201441,3.0,3.0,0.0101688,0.121627,0.057439,0.810765,1.0,1.0,0.00355643,0.907362,0.025022,0.0640598,False,True,with annotation,nonvirus
178624,NODE_7638_length_2289_cov_123.257_g5834_i0,2289,0.994528384669,1.0,0.0,0.0,0.0,0.0,4.38031087825e-07,0.0,0.999426471909,1.0,0.00267599649907,0.0,0.000660026022373,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0042975,0.938167,0.0203764,0.0371592,3.0,3.0,0.0112912,0.258305,0.0671263,0.663277,1.0,1.0,0.00304815,0.957397,0.016016,0.0235384,False,True,with annotation,nonvirus
178638,NODE_7654_length_2287_cov_128.722_g5741_i1,2287,0.99603009301,1.0,0.0,0.0,0.0,0.0,7.44437642456e-05,0.0,0.999922086026,1.0,0.222786581885,0.0,0.00861093661721,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0295141,0.735544,0.11228,0.122662,3.0,3.0,0.00917484,0.0239466,0.0806151,0.886263,1.0,1.0,0.0179468,0.765619,0.11278,0.103654,False,True,with annotation,nonvirus
178649,NODE_7667_length_2286_cov_13.9408_g5856_i0,2286,0.999919009832,1.0,0.0,0.0,0.0,0.0,0.119180500321,0.0,0.419466043882,0.0,0.000201740281219,0.0,0.345211309016,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000501341,0.984745,0.00243092,0.0123226,3.0,3.0,0.0053345,0.296652,0.0438559,0.654157,1.0,1.0,0.000903032,0.980584,0.00328993,0.015223,False,True,with annotation,nonvirus
178659,NODE_7680_length_2283_cov_45.4381_g5868_i0,2283,0.000128806488562,0.0,0.0,0.0,0.0,0.0,0.368418748482,0.0,0.208328354319,0.0,0.000290778854339,0.0,0.00688873902194,False,296587,species,Micromonas commoda,Eukaryota,3.0,3.0,0.0181645,0.327759,0.0883154,0.565761,3.0,3.0,0.00265601,0.0227413,0.0283588,0.946244,3.0,3.0,0.00740293,0.137944,0.237902,0.616751,False,True,with annotation,nonvirus
178672,NODE_7695_length_2281_cov_10.0202_g5876_i0,2281,0.576799945291,1.0,0.0,0.0,0.0,0.0,0.999919054783,1.0,0.0629532390404,0.0,0.0189284724407,0.0,0.75944272733,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00475854,0.893117,0.0806535,0.0214712,3.0,3.0,0.0128414,0.298732,0.270536,0.417891,1.0,1.0,0.00772845,0.792671,0.150847,0.0487536,False,True,with annotation,nonvirus
178677,NODE_7701_length_2280_cov_10.7088_g5880_i0,2280,0.899212464217,1.0,0.0,0.0,0.0,0.0,0.146921831755,0.0,0.998981415117,1.0,0.0704791994157,0.0,0.363474816706,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000640027,0.987709,0.00630277,0.00534817,1.0,1.0,0.000807788,0.971342,0.00597414,0.0218759,1.0,1.0,0.00086628,0.984098,0.00643873,0.00859715,False,True,with annotation,nonvirus
178683,NODE_7708_length_2278_cov_15.7548_g5885_i0,2278,0.99999319486,1.0,0.0,0.0,0.0,0.0,1.33040677619e-05,0.0,0.998931707616,1.0,0.000168204310395,0.0,0.00364746175112,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00478437,0.966383,0.00839937,0.0204334,3.0,3.0,0.00785699,0.193872,0.0316296,0.766641,1.0,1.0,0.00250837,0.942043,0.0171571,0.0382917,False,True,with annotation,nonvirus
178694,NODE_7720_length_2277_cov_17.0036_g5895_i0,2277,0.840093346229,1.0,0.0,0.0,0.0,0.0,0.999834697986,1.0,0.0182963657786,0.0,0.00357406948364,0.0,0.91649030388,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00476347,0.975965,0.00465431,0.014617,3.0,3.0,0.00339335,0.037501,0.0193898,0.939716,1.0,1.0,0.00688146,0.859369,0.0538198,0.0799301,False,True,with annotation,nonvirus
178699,NODE_7725_length_2276_cov_25.6574_g5898_i0,2276,0.996550366463,1.0,0.0,0.0,0.0,0.0,0.0010048364921,0.0,0.999963486947,1.0,0.284165760258,0.0,0.0316444335458,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00314453,0.975753,0.00574259,0.0153599,1.0,1.0,0.00778275,0.541765,0.0793292,0.371123,1.0,1.0,0.00213074,0.967228,0.0129935,0.0176478,False,True,with annotation,nonvirus
178707,NODE_7733_length_2275_cov_25.0779_g5905_i0,2275,0.999999501764,1.0,0.0,0.0,0.0,0.0,0.0080255093212,0.0,0.990148732778,1.0,0.00108498406883,0.0,0.0895851847272,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00579588,0.944363,0.0212015,0.0286394,1.0,1.0,0.00766382,0.477818,0.0897696,0.424749,1.0,1.0,0.00860845,0.837001,0.0616276,0.0927633,False,True,with annotation,nonvirus
178737,NODE_7764_length_2272_cov_14.7397_g5929_i0,2272,0.99997497139,1.0,0.0,0.0,0.0,0.0,0.0899703415392,0.0,0.999419954077,1.0,0.0590236669741,0.0,0.299946811463,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000387457,0.991479,0.00180354,0.0063304,1.0,1.0,0.000498438,0.974149,0.00472713,0.0206251,1.0,1.0,0.000436392,0.99339,0.00185487,0.00431914,False,True,with annotation,nonvirus
178747,NODE_7775_length_2270_cov_90.9621_g5939_i0,2270,0.736775228168,1.0,0.0,0.0,0.0,0.0,0.998167812931,1.0,0.105222936236,0.0,0.00794450392977,0.0,0.857569424666,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0073331,0.951131,0.0154158,0.0261202,3.0,3.0,0.00682415,0.0733188,0.038008,0.881849,1.0,1.0,0.0115889,0.831329,0.072346,0.0847364,False,True,with annotation,nonvirus
178749,NODE_7777_length_2270_cov_24.1007_g5940_i0,2270,0.835237187278,1.0,0.0,0.0,0.0,0.0,0.999576428076,1.0,0.181210085661,0.0,0.0398830093467,0.0,0.913719543545,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00124382,0.984925,0.0059154,0.00791564,3.0,3.0,0.0060361,0.223046,0.0272652,0.743653,1.0,1.0,0.0017884,0.978787,0.00767104,0.0117535,False,True,with annotation,nonvirus
178775,NODE_7803_length_2268_cov_9.108_g5959_i0,2268,0.999998622958,1.0,0.0,0.0,0.0,0.0,0.00079180889567,0.0,0.997870117837,1.0,0.0927013040322,0.0,0.0281390796814,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,6.24314e-05,0.999125,0.000455313,0.000357505,1.0,1.0,0.000164885,0.98789,0.00766609,0.00427936,1.0,1.0,0.000866613,0.984601,0.00983303,0.00469908,False,True,with annotation,nonvirus
178778,NODE_7807_length_2267_cov_18.8133_g5962_i0,2267,0.99787287999,1.0,0.0,0.0,0.0,0.0,0.226259583355,0.0,0.974134722066,1.0,0.00494991340277,0.0,0.475161343196,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0396314,0.612082,0.247553,0.100734,1.0,1.0,0.0138068,0.472364,0.0932651,0.420564,1.0,1.0,0.0136943,0.755324,0.142972,0.0880098,False,True,with annotation,nonvirus
178803,NODE_7833_length_2263_cov_24.5457_g5981_i0,2263,0.610658249547,1.0,0.0,0.0,0.0,0.0,0.99999256612,1.0,0.0464065759608,0.0,0.0526357348378,0.0,0.781443350466,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0172051,0.801457,0.0528737,0.128464,3.0,3.0,0.00449392,0.0361342,0.0198528,0.939519,1.0,1.0,0.00974531,0.626275,0.0839811,0.279998,False,True,with annotation,nonvirus
178806,NODE_7835_length_2263_cov_19.9909_g5982_i0,2263,0.995140716271,1.0,0.0,0.0,0.0,0.0,0.00507723874491,0.0,0.999923289734,1.0,0.197729232584,0.0,0.0710814110812,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00145231,0.961708,0.0103589,0.0264807,1.0,1.0,0.00306329,0.797691,0.0305608,0.168685,1.0,1.0,0.000593905,0.993264,0.0025644,0.00357784,False,True,with annotation,nonvirus
178810,NODE_7839_length_2263_cov_12.3053_g5985_i0,2263,0.673415703167,1.0,0.0,0.0,0.0,0.0,0.969536027312,1.0,0.818383921525,1.0,0.163861775306,0.0,0.808022763032,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0225777,0.437815,0.335818,0.20379,3.0,3.0,0.00228358,0.0117031,0.0187393,0.967274,3.0,3.0,0.00604898,0.326317,0.254579,0.413055,False,True,with annotation,nonvirus
178824,NODE_7854_length_2261_cov_10.7715_g4220_i1,2261,0.693986253276,1.0,0.0,0.0,0.0,0.0,0.586064200552,1.0,0.751028657475,1.0,0.119130980962,0.0,0.637746421958,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0540343,0.566207,0.134824,0.244934,3.0,3.0,0.00930301,0.235473,0.0742656,0.680959,1.0,1.0,0.0192697,0.688532,0.174835,0.117363,False,True,with annotation,nonvirus
178874,NODE_7907_length_2255_cov_25.8605_g6032_i0,2255,0.0762180689356,0.0,0.0,0.0,0.0,0.0,0.027777193467,0.0,0.997973898139,1.0,0.0135177238335,0.0,0.0460122162747,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0444576,0.585707,0.188173,0.181662,3.0,3.0,0.00911801,0.0172563,0.238621,0.735005,3.0,3.0,0.0229654,0.157454,0.398795,0.420786,False,True,with annotation,nonvirus
178923,NODE_7957_length_2249_cov_19.3856_g6075_i0,2249,0.00296504930751,0.0,0.0,0.0,0.0,0.0,0.0513782646032,0.0,0.970084938174,1.0,0.00411953818352,0.0,0.0123425721745,False,296587,species,Micromonas commoda,Eukaryota,3.0,3.0,0.00821878,0.044916,0.351002,0.595863,3.0,3.0,0.00355484,0.0126056,0.0973491,0.88649,2.0,2.0,0.00645426,0.00531457,0.698564,0.289668,False,True,with annotation,nonvirus
178926,NODE_7960_length_2248_cov_25.902_g6078_i0,2248,0.977595369256,1.0,0.0,0.0,0.0,0.0,0.000161285839919,0.0,0.999367750446,1.0,0.0176102792559,0.0,0.012556762729,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00468164,0.952821,0.0236317,0.0188654,1.0,1.0,0.00688821,0.627264,0.0695294,0.296318,1.0,1.0,0.00167906,0.972803,0.0166113,0.00890642,False,True,with annotation,nonvirus
178928,NODE_7962_length_2248_cov_12.736_g6080_i0,2248,0.787232482946,1.0,0.0,0.0,0.0,0.0,0.999982953677,1.0,0.0342411380777,0.0,0.012352866529,0.0,0.887253663575,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00803419,0.859888,0.0376622,0.094416,3.0,3.0,0.00599488,0.311222,0.0439804,0.638803,1.0,1.0,0.00217433,0.958261,0.020844,0.0187205,False,True,with annotation,nonvirus
178929,NODE_7963_length_2248_cov_12.1368_g4684_i1,2248,0.678644308935,1.0,0.0,0.0,0.0,0.0,0.980780785421,1.0,0.731684319309,1.0,0.0434837220305,0.0,0.815843917878,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00511665,0.885619,0.0219808,0.0872839,1.0,1.0,0.00471927,0.670112,0.0162984,0.308871,1.0,1.0,0.00138273,0.976314,0.00563289,0.01667,False,True,with annotation,nonvirus
178946,NODE_7980_length_2246_cov_63.031_g6095_i0,2246,0.996760639325,1.0,0.0,0.0,0.0,0.0,0.000299575402757,0.0,0.999990970504,1.0,0.683258624804,1.0,0.0172801901025,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0106772,0.935844,0.0310902,0.022389,3.0,3.0,0.00791555,0.297823,0.0464517,0.64781,1.0,1.0,0.0038768,0.93681,0.0237651,0.0355478,False,True,with annotation,nonvirus
178958,NODE_7992_length_2245_cov_12.3292_g6106_i0,2245,0.658770683654,1.0,0.0,0.0,0.0,0.0,0.999961888531,1.0,0.268706968377,0.0,0.171362285979,0.0,0.811631429243,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00618041,0.895776,0.0155853,0.0824578,3.0,3.0,0.00918373,0.0530961,0.0964614,0.841259,1.0,1.0,0.00896878,0.836958,0.0638854,0.0901879,False,True,with annotation,nonvirus
178972,NODE_8008_length_2243_cov_26.287_g6117_i0,2243,0.593134342953,1.0,0.0,0.0,0.0,0.0,0.000236574028899,0.0,0.999976832756,1.0,0.448846546529,0.0,0.0118456819639,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0250452,0.723816,0.162536,0.0886029,3.0,3.0,0.00965353,0.25019,0.262221,0.477936,1.0,1.0,0.0127555,0.866565,0.067971,0.0527086,False,True,with annotation,nonvirus
178982,NODE_8019_length_2242_cov_10.6438_g6126_i0,2242,0.998773074895,1.0,0.0,0.0,0.0,0.0,1.33686631192e-05,0.0,0.913622472705,1.0,8.96058508359e-05,0.0,0.00365407454368,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00130423,0.9849,0.00227736,0.0115186,1.0,1.0,0.00588321,0.716955,0.0579881,0.219173,1.0,1.0,0.00210105,0.952326,0.0209441,0.0246292,False,True,with annotation,nonvirus
178989,NODE_8027_length_2241_cov_45.6706_g6131_i0,2241,0.730223343167,1.0,0.0,0.0,0.0,0.0,0.999958967982,1.0,0.03011768044,0.0,0.015909244139,0.0,0.854513534492,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0197177,0.821811,0.0861525,0.0723186,3.0,3.0,0.0109285,0.216724,0.0786317,0.693715,1.0,1.0,0.0280944,0.548524,0.220276,0.203105,False,True,with annotation,nonvirus
179024,NODE_8063_length_2237_cov_20.5229_g6155_i0,2237,0.0560513529304,0.0,0.0,0.0,0.0,0.0,0.16056547225,0.0,0.999999068622,1.0,0.982185349863,1.0,0.0948678657582,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00359988,0.963093,0.011709,0.0215983,3.0,3.0,0.00559341,0.164108,0.025475,0.804823,1.0,1.0,0.000923048,0.979179,0.00577991,0.014118,False,True,with annotation,nonvirus
179047,NODE_8087_length_2235_cov_12.2417_g6172_i0,2235,0.662676484254,1.0,0.0,0.0,0.0,0.0,0.999293226979,1.0,0.118297881071,0.0,0.0122357847951,0.0,0.813761711064,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0138085,0.92131,0.0219725,0.0429086,3.0,3.0,0.0105991,0.0847471,0.0873474,0.817306,1.0,1.0,0.0108385,0.828995,0.0622979,0.0978687,False,True,with annotation,nonvirus
179058,NODE_8098_length_2234_cov_7.98531_g6180_i0,2234,0.999999768129,1.0,0.0,0.0,0.0,0.0,0.000486922996346,0.0,0.997212457627,1.0,0.00092553290189,0.0,0.0220663291792,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,4.69466e-05,0.999396,0.000152792,0.000404496,1.0,1.0,3.62798e-05,0.998582,0.000717806,0.000663942,1.0,1.0,0.000108657,0.998378,0.000502986,0.00101021,False,True,with annotation,nonvirus
179077,NODE_8117_length_2232_cov_10.5034_g6198_i0,2232,0.670876343049,1.0,0.0,0.0,0.0,0.0,0.999959867353,1.0,0.369771908788,0.0,0.0668642448796,0.0,0.819053978078,True,38832,genus,Micromonas,Eukaryota,3.0,3.0,0.0177542,0.0871742,0.29574,0.599331,3.0,3.0,0.00284893,0.00219875,0.138385,0.856567,3.0,3.0,0.00951514,0.0303243,0.195284,0.764876,False,True,with annotation,nonvirus
179148,NODE_8189_length_2225_cov_11.5737_g6252_i0,2225,0.999999989162,1.0,0.0,0.0,0.0,0.0,0.000731981595231,0.0,0.998903483541,1.0,0.0317838251641,0.0,0.0270551582383,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000585691,0.992038,0.00386892,0.00350683,1.0,1.0,0.00379351,0.831927,0.059516,0.104763,1.0,1.0,0.00158592,0.974786,0.0163469,0.00728149,False,True,with annotation,nonvirus
179189,NODE_8233_length_2219_cov_15.7255_g6290_i0,2219,0.0110014716601,0.0,0.0,0.0,0.0,0.0,0.0184617751782,0.0,0.54660803539,1.0,0.000152733613113,0.0,0.0142515506671,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.010033,0.552218,0.0866144,0.351134,3.0,3.0,0.00269866,0.00863795,0.0209682,0.967695,1.0,1.0,0.00604273,0.731309,0.0733896,0.189259,False,True,with annotation,nonvirus
179198,NODE_8244_length_2216_cov_89.1495_g6300_i0,2216,0.999919820432,1.0,0.0,0.0,0.0,0.0,7.15783706569e-05,0.0,0.999794640854,1.0,0.00792253853409,0.0,0.00846006096515,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00790027,0.950142,0.0185938,0.0233639,3.0,3.0,0.0102242,0.159725,0.0408287,0.789222,1.0,1.0,0.00523849,0.943019,0.0231796,0.028563,False,True,with annotation,nonvirus
